plot_label,name,ar_psnr,ar_ssim,ar_lpips,ar_fid,ar_fvd
v1,wm_world_model_v4,12.700842021237284,0.3963221300257235,0.597980282843113,216.99934060681505,206.51936967561826
v2,wm_ss_world_model_v5_ss_fast,12.70198144701044,0.3903918883257379,0.665683963086456,126.62947726028895,79.81214431298314
v3,wm_ss_world_model_v2_ss,18.27094783842059,0.6410422530540958,0.30555747721763327,37.575930346881194,39.498081732560586
f8-base,wm_world_model_f8,14.770433366398086,0.4090800531634288,0.7440330893993378,315.1436069667511,159.26302225880548
f8-adaln_aux,wm_world_model_f8_adaln_aux,19.285679485145575,0.7258683627738162,0.28319196605682373,19.820592161339114,14.971593284766
